2.4048255576957720d0  3.831705970207512d0  5.135622301840682d0  6.380161895923983d0
5.5200781102863100d0  7.015586669815618d0  8.417244140399864d0  9.761023129981669d0
8.6537279129110122d0  10.17346813506272d0  11.61984117214905d0  13.01520072169843d0
11.791534439014281d0  13.32369193631422d0  14.79595178235126d0  16.22346616031876d0

    


